artist_id,artist_name,artist_genres,artist_followers,artist_popularity
2ZRQcIgzPCVaT9XKhXZIzh,Gryffin,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",763661,75
7q7IUe2AqtifSZ2q52kHFc,Forest Blakk,"['alt z', 'pop rock']",49592,65
2LesKWma94KWzwTLF3X32k,Chico & Roberta,[],490,16
1JVoO5bwfU8GNuAZLpBoHe,The Dream Academy,"['baroque pop', 'new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']",33773,43
5dw3NZy4lXaWWPYUPt145Z,Dawnbringer,['nwothm'],2920,10
3nlHsNqwCSvT988ZfSW1Yh,Ronan Keating,"['dance pop', 'europop', 'soft rock']",786840,67
1dfeR4HaWDbWqFHLkxsg1d,Queen,"['classic rock', 'glam rock', 'rock']",38327922,88
63cZ0PSG0ATAKRWRmTcYAJ,Candrian,[],46,38
30U8fYtiNpeA5KH6H87QUV,Dead Kennedys,"['early us punk', 'hardcore punk', 'punk', 'skate punk']",633298,58
5cPYngDFgZ8cOapCBCrs14,The Christians,"['classic uk pop', 'new romantic', 'new wave pop']",37150,37
0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']",8581340,83
5274obTQJjzjyycRyJlfml,Whitechapel,"['deathcore', 'melodic metalcore', 'metalcore', 'tennessee metal']",413921,60
32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,"['classic country pop', 'country', 'country dawn']",1627762,75
1l2cyuwystFDLEnXr254a1,Rishloo,"['alternative metal', 'progressive metal']",67597,43
7ai5TWiOG8g9Hds5AATS28,Marillion,"['album rock', 'art rock', 'classic rock', 'neo-progressive', 'progressive rock', 'symphonic rock']",372327,60
0OHISbYU0LMw4dMlkGVczm,Divulgation,[],36,41
0AZ3VR0YbFcS0Kgei7L2QF,Russian Circles,"['american post-rock', 'instrumental post-rock', 'instrumental rock', 'post-metal', 'post-rock']",195502,47
4Ly0KABsxlx4fNj63zJTrF,Seafret,"['folk-pop', 'modern rock', 'pop rock']",571295,65
7xDx9PMuogC7WSGSK0bVnd,dtktd,[],105,35
0GG2cWaonE4JPrjcCCQ1EG,SG Lewis,"['alternative r&b', 'indie soul', 'new french touch', 'tropical house', 'uk dance', 'vapor soul']",272941,68
5LfGQac0EIXyAN8aUwmNAQ,The Offspring,"['alternative metal', 'permanent wave', 'punk', 'rock', 'skate punk', 'socal pop punk']",4442907,78
4K9OTkRXEFL6NDXFTqVmq9,Elina,"['alt z', 'electropop', 'pop', 'viral pop']",134106,60
6HZr7Fs2VfV1PYHIwo8Ylc,Suicide Silence,"['deathcore', 'melodic metalcore', 'metalcore']",688954,56
3z3KnhKZObj216IgfHYGVf,Diamond Head,"['hard rock', 'metal', 'nwobhm', 'speed metal', 'thrash metal']",131445,43
5F1aAS1duwlzExnPs3l2Xe,Pooh Shiesty,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",590151,76
7CG3fjmCcZHXOnxYrpgE6W,The String-A-Longs,['surf music'],1733,25
5IxNlxbVqMeP8xOM7UQ1Jc,Curlybamm,['pop r&b'],24325,44
4QIJ2i8I6urte2scKgkVoY,Rodney Crowell,"['alternative country', 'country rock', 'folk', 'folk rock', 'heartland rock', 'lilith', 'mellow gold', 'new americana', 'outlaw country', 'roots rock', 'singer-songwriter', 'texas country']",69804,52
3iOvXCl6edW5Um0fXEBRXy,The xx,"['downtempo', 'dream pop', 'indietronica']",3781723,69
7e7nmtA3OQEUdVjn5rG3Tz,Ethereal,"['underground hip hop', 'vapor trap']",32747,49
4AGwPDdh1y8hochNzHy5HC,RAC,"['alternative dance', 'chillwave', 'electropop', 'indie pop', 'indie poptimism', 'indie soul', 'indietronica', 'metropopolis', 'modern rock', 'vapor soul']",149110,66
3SC1GczHVpsiorx1KFaa4S,Don Covay,"['classic soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']",15710,38
0s6KN1FbAeWVqPmsKmeQn1,Joe Stump,"['metal guitar', 'neo classical metal', 'shred']",18174,29
30TrHDLNCKQVTYWOn9QqOC,Beth Hart,"['blues rock', 'electric blues', 'modern blues']",287205,57
1n2pb9Tsfe4SwAjmUac6YT,Jake Owen,"['contemporary country', 'country', 'country road', 'modern country rock']",1652521,68
36zSkwftotDHslP3KUQpew,MED,"['alternative hip hop', 'hip hop']",28877,54
2I9SLklAOG0vdMiUUMNxRl,88GLAM,"['canadian hip hop', 'canadian trap', 'melodic rap', 'rap', 'toronto rap', 'trap', 'trap soul', 'underground hip hop', 'vapor trap']",394456,59
1OTaBuXugWLvNjcET47KP5,Marius Müller,"['classic norwegian pop', 'norwegian rock']",11652,38
6Sg6gogb6FlpSMhqTL7XO9,Post-Party,['dublin indie'],1561,20
6w7fc6IZlo5zwBaKT5jU1X,The Lemonheads,"['alternative pop', 'alternative rock', 'boston rock', 'indie rock', 'pop rock', 'power pop']",205662,55
5aMmmNxw4vgpc5XC6hK0zp,The Calling,"['neo mellow', 'pop rock']",616041,64
3ScY9CQxNLQei8Umvpx5g6,Fat Joe,"['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap']",1197773,71
68ebJRQdp0oD1BJ8g3quj6,Jettblack,"['deep melodic hard rock', 'modern hard rock', 'sleaze rock']",9173,27
3zunDAtRDg7kflREzWAhxl,Eels,"['alternative rock', 'melancholia', 'rock']",379700,61
0GNQIRU9f9Zf2aQqErkDYu,The Outsiders,"['classic garage rock', 'freakbeat', 'nederpop']",3498,28
59YfPxuxGghrdPumu6aFKI,Goatwhore,"['brutal death metal', 'death metal', 'louisiana metal']",55463,33
1QQBo7mfkehMjDfz1tj5Pq,Billy Vera & The Beaters,[],3494,34
18JD8DVlD1fakDAw7E9LFC,2 Unlimited,"['bubblegum dance', 'eurodance', 'europop', 'hip house']",186014,57
4jCIAMb0zEArF3GYEYzoDk,Joy Again,['indie garage rock'],147932,69
5EHvXKnNz78jkAVgTQLQ5O,Dark Tranquillity,"['death metal', 'gothenburg metal', 'melodic death metal', 'metal', 'swedish death metal', 'swedish melodeath', 'swedish metal']",283405,53
6L1XC7NrmgWRlwAeLJvVtA,Sam Fischer,"['alt z', 'australian pop', 'dance pop', 'pop', 'uk pop']",144508,72
1cNDP5yjU5vjeR8qMf4grg,YNW Melly,"['melodic rap', 'trap']",6868522,79
3lPQ2Fk5JOwGWAF3ORFCqH,John Mellencamp,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",1202322,68
56oDRnqbIiwx4mymNEv7dS,Lizzo,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",4244070,76
7kr5Wu5AyvjZgcIZYktv3U,FWA,[],282,20
4lypnrJxM8l7ZLtLVucEvk,Nightstalker,"['greek metal', 'greek psychedelic rock', 'greek rock', 'retro metal', 'space rock', 'stoner metal', 'stoner rock']",29158,36
66ntTHPJh4UFhGZMdknap0,Zen,[],165,17
6XtqgoAYl2mXQhn9ZmDEdt,Lois Lane,"['dutch pop', 'nederpop']",6113,36
028lPW2NdWHdSPCkRkcyhd,Ant Clemons,"['alternative r&b', 'indie r&b', 'pop r&b']",33890,56
4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen,['contemporary country'],2595864,85
6W8rk6H6C3Mcj0lALuLVg1,Robert Grace,[],56778,53
04a6mc5vUtj2pMzteToeH7,K Suave,['vapor trap'],20392,54
45eNHdiiabvmbp4erw26rg,ILLENIUM,"['edm', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",1190181,77
2X9vKDpQKoqwDHiftY6s0A,Wes Blanco,['houston rap'],795,29
11wRdbnoYqRddKBrpHt4Ue,Kasabian,"['alternative rock', 'britpop', 'garage rock', 'leicester indie', 'modern rock', 'rock']",1610378,65
7Hv3fGuzZr7vBvfWltuPyb,The Shirts,[],1114,8
6Ghvu1VvMGScGpOUJBAHNH,Deftones,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",2275092,75
3SBMxed906yvEy1tA8Avaj,Midnight Cycler,[],504,46
77mJc3M7ZT5oOVM7gNdXim,Her's,"['indie garage rock', 'indie pop', 'liverpool indie']",428028,66
485uL27bPomh29R4JmQehQ,Bob Seger,"['album rock', 'blues rock', 'classic rock', 'country rock', 'detroit rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",1516623,69
1z7b1Pr1rSlvWRzsW3HOrS,Russ,"['hawaiian hip hop', 'rap']",4185444,80
21o0KNjooi1XjygW6V70NM,GIT,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']",168292,55
59pWgeY26Q6yJy37QvJflh,Sleigh Bells,"['alternative dance', 'art pop', 'brooklyn indie', 'chillwave', 'electropop', 'escape room', 'experimental pop', 'indie pop', 'indie rock', 'indie surf', 'indietronica', 'modern rock', 'new rave', 'noise pop']",247305,51
6w6z8m4WXX7Tub4Rb6Lu7R,Jethro Tull,"['album rock', 'art rock', 'blues rock', 'classic rock', 'flute rock', 'folk rock', 'hard rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",1409188,62
01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,"['chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']",1674673,69
1xU878Z1QtBldR7ru9owdU,Phoenix,"['alternative dance', 'indie rock', 'modern rock', 'new rave', 'pop rock', 'rock independant francais']",1725320,66
3gdbcIdNypBsYNu3iiCjtN,The B-52's,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'zolo']",757756,63
6cEuCEZu7PAE9ZSzLLc2oQ,R3HAB,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']",2284420,79
0B3N0ZINFWvizfa8bKiz4v,James TW,"['neo mellow', 'pop', 'pop rock', 'uk pop']",995868,73
68P0lbYKfLsnasDNDgA3sQ,Funeral Suits,['shimmer pop'],43584,36
09K1H1DgyIXHsMx2j7KTFX,Mystery Jets,"['alternative dance', 'indie rock', 'modern rock', 'new rave']",148440,49
5BaHqGtf6UAZnHfqdPaTDA,Them,"['blues rock', 'british blues', 'british invasion', 'classic garage rock', 'classic rock', 'folk rock', 'merseybeat', 'protopunk', 'psychedelic rock', 'rock', 'rock-and-roll']",101885,55
673J686eeEXMYJorgQ70lX,The Fleetwoods,"['adult standards', 'brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'vocal harmony group']",55489,50
6EVyI0S0b1Ld2nm37m5x85,Raffaella Carrà,"['classic italian pop', 'italian adult pop']",73884,55
0ifzzRKdmtgaHy9cfnnyCR,Focus,"['album rock', 'art rock', 'dutch prog', 'flute rock', 'jazz fusion', 'nederpop', 'progressive rock', 'symphonic rock']",151373,47
2QMMktUMtwMSwUZATX1cRO,Toadies,"['alternative metal', 'alternative rock', 'grunge', 'pop rock', 'post-grunge', 'rock']",212955,53
3bnpcWBcvlfq4hPFJjNPbz,SAFE,"['canadian hip hop', 'trap soul']",133238,52
6uqxysZACHU1O1DVGPa8rZ,Sydney Youngblood,[],5806,38
1AosScBBDX1JEAL6vU8ldj,Traingazing,[],9,33
58etTNn7xmsQZhjnfjpAXL,Porno for Pyros,"['alternative metal', 'alternative rock', 'funk metal', 'rock']",212782,46
7bvcQXJHkFiN1ppIN3q4fi,Joss Stone,"['british soul', 'neo soul']",945930,62
5NGO30tJxFlKixkPSgXcFE,The Police,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']",4585040,77
7DQYAz99eM3Y5PkP9WtUew,Jax,['gen z singer-songwriter'],87254,61
3sKeaby6GMSJWgYueZaSjE,Mokita,"['alt z', 'chill pop', 'chill r&b', 'electropop', 'indie poptimism', 'pop', 'pop edm']",103929,65
1ZLO8d7zll1WeQJUHaxQer,HoodRich Pablo Juan,"['atl hip hop', 'atl trap', 'detroit trap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']",436976,59
3plJVWt88EqjvtuB4ZDRV3,Ben E. King,"['adult standards', 'brill building pop', 'motown', 'rock-and-roll', 'soul', 'southern soul']",436177,66
7r6blcyGDrOxcbrRTnXG4B,The Herd,[],1145,13
0NIPkIjTV8mB795yEIiPYL,Wallows,"['indie pop', 'modern rock', 'pop']",2115281,75
07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,"['colombian pop', 'latin', 'reggaeton colombiano']",17346362,85
3QJzdZJYIAcoET1GcfpNGi,Damian Marley,"['reggae', 'reggae fusion']",1266093,69
6fC2AcsQtd9h4BWELbbire,Peach Pit,"['indie pop', 'modern rock', 'rock', 'vancouver indie']",537100,68
22ms7DvlCVsMvMGnAFmqSQ,Grayson Matthews,[],5643,29
2YyigF1NMdFVqQBYyhfmw5,Wee,[],2279,30
6W1BHDF0T4a4KYcSwzD586,k.d. lang,"['canadian country', 'canadian pop', 'canadian singer-songwriter', 'folk', 'folk rock', 'lilith', 'mellow gold', 'new wave pop', 'permanent wave', 'queer country', 'singer-songwriter', ""women's music""]",294223,55
5eTq3PxbOh5vgeRXKNqPyV,The Runaways,"['early us punk', 'protopunk']",288336,56
1Bl6wpkWCQ4KVgnASpvzzA,BROCKHAMPTON,"['boy band', 'hip hop', 'rap']",1894955,74
5jJN1nmKXzRjodMl1THQeI,Looking Glass,"['soft rock', 'sunshine pop']",59652,58
0dgnITyIAN4NrmUVisvxHU,Tesla,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'rock', 'sacramento indie']",706047,56
30DhU7BDmF4PH0JVhu8ZRg,Sabrina Claudio,"['alternative r&b', 'pop', 'r&b']",1243413,67
1DpIDwg8FGD50N9Tfunfsf,The Manhattans,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'southern soul']",422770,53
2h9yQhKyqOMex3QFMVeq7F,Meat Puppets,"['alternative rock', 'cowpunk', 'grunge', 'post-hardcore', 'post-punk', 'punk', 'rock']",208193,50
1JbveZdEvoMuMyfWbkTYfZ,Stevie Dinner,"['atlanta indie', 'indie garage rock']",20093,40
0nIyPY7J7G68WgQEOLHn0x,Anne Hathaway,['hollywood'],40325,51
6Q8V7AxwK4gnxoUfn4Lzch,Stonebride,['croatian metal'],513,1
7jefIIksOi1EazgRTfW2Pk,Electric Light Orchestra,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",3039192,74
49WlsIvcUYj7Awo93hDKgf,The Walker Brothers,"['brill building pop', 'british invasion', 'folk rock', 'merseybeat', 'rock-and-roll']",45470,47
4X3u9u2qBuChWB7TWAcalW,OG Spliff,[],847,27
1d5wNTZ8WZYE5WuXXjug9w,Egypt Central,"['alternative metal', 'christian rock', 'gymcore', 'nu metal', 'post-grunge', 'post-screamo', 'rap rock']",234357,57
28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,"['folk rock', 'mellow gold', 'soft rock']",568039,67
319yZVtYM9MBGqmSQnMyY6,Carole King,"['adult standards', 'brill building pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",1112829,65
5c4KaGoY3vYd6Hw8OoE2to,Russ Le Roq,[],43,0
0cQuYRSzlItquYxsQKDvVc,The Guess Who,"['album rock', 'art rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock']",483227,59
10MePwUrEFRfJ3lN2FLs4b,HADES,[],2519,51
2qT62DYO8Ajb276vUJmvhz,XTC,"['alternative rock', 'art punk', 'art rock', 'beatlesque', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'power pop', 'pub rock', 'zolo']",246963,55
1URnnhqYAYcrqrcwql10ft,21 Savage,"['atl hip hop', 'rap', 'trap']",10472567,88
1lqW59DUEKqvcHc8mVWBtH,Our Lady Peace,"['alternative metal', 'alternative rock', 'canadian rock', 'pop rock', 'post-grunge', 'rock', 'wrestling']",300462,56
2YVF0Ou5zIc4mpgtLIlGN0,Robert Miles,"['dream trance', 'eurodance', 'trance']",146078,62
12Zk1DFhCbHY6v3xep2ZjI,070 Shake,"['alternative r&b', 'new jersey rap']",306266,67
4E9w0bms6HcEppFlWjeW2d,Bobbie Gentry,"['classic uk pop', 'country rock', 'folk rock']",46351,47
186gOhAX0pNXjYldk47D0F,Daniel Docherty,"['dutch pop', 'indie anthem-folk']",7535,40
5UyJW2eCOuXtyYftgbMxZG,James Last,['easy listening'],101275,55
4FlG0V0jhLO4qGpayFOphj,EST Gee,"['kentucky hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",111796,72
6C48amsYRU2cPKaylSsYTl,Pastora,['spanish pop'],30236,35
1SiCF4gVjnR5iAIwk1nkXo,OG3NE,['dutch pop'],68010,49
6p7kTpchXFWkpIBRjkQz7B,Stamusic.,[],40,0
2K3GorTixXKAiwe2t9lO89,Deicide,"['black metal', 'brutal death metal', 'death metal', 'florida death metal', 'metal', 'technical death metal']",278112,47
1667U2YoucgG5Pdvm2M59c,Orleans,"['album rock', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']",117828,54
6GMYJwaziB4ekv1Y6wCDWS,Soulja Boy,"['atl hip hop', 'chicago bop', 'dance pop', 'dirty south rap', 'pop rap', 'rap', 'social media pop', 'southern hip hop', 'trap', 'viral rap']",1411138,73
10n5DVRlZbjbZ5ffpwpn6l,Rev Theory,"['alternative metal', 'christian rock', 'gymcore', 'nu metal', 'post-grunge', 'rap rock', 'rebel blues', 'wrestling']",227770,56
0z5DFXmhT4ZNzWElsM7V89,Erasure,"['europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",793961,64
2CvCyf1gEVhI0mX6aFXmVI,Paul Simon,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter', 'soft rock']",1754500,70
7o95ZoZt5ZYn31e9z1Hc0a,Natasha Bedingfield,"['dance pop', 'europop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",1334043,68
6ss7NRk9Y2P9n8q1yH2HXA,Godfather of Harlem,[],16414,47
5eIbEEQnDM8yuDVB0bimSP,RL Grime,"['bass trap', 'edm', 'electro house', 'electronic trap', 'electropop', 'pop dance', 'vapor twitch']",379868,65
5cIc3SBFuBLVxJz58W2tU9,Oh Wonder,"['electropop', 'indie poptimism', 'pop', 'pop rock']",1015258,72
26ulCwPF9bFDn6wAeELltJ,The Burial,['christian deathcore'],3014,7
36iiHfBQwMbT4UNrxesTjU,Lucie Jones,['talent show'],5925,30
6ZNeppgfBLPUyugks9Yn1u,Philip Bailey,['yacht rock'],37346,58
5qa31A9HySw3T7MKWI9bGg,FLETCHER,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']",543558,72
0ty8H0HaqWvIW9tTLoBSGF,Anika Moa,"[""nz children's music"", 'nz singer-songwriter', 'waiata mo tamariki']",12753,46
1BwDWgdDJe3TJXLZkBkpsI,Tusse,['swedish pop'],32901,52
6iWuBN32BqCJAeXW6o3nil,Cautious Clay,"['alternative r&b', 'indie r&b', 'nyc pop']",198282,64
1j1x5feE6OW7PgcUNCDlTF,The Dirty Truckers,[],277,4
3U0NMaw9frtSz88bjyz6tu,Polar Lows,[],322,1
10n5lhNDoSMUHWLlnST1yw,Slade,"['album rock', 'art rock', 'blues rock', 'classic uk pop', 'glam rock', 'hard rock']",282725,64
6f5lOlSFJw9K79gaNnmWAd,Tirzah,"['art pop', 'chamber psych', 'electra', 'electronica', 'electropop', 'escape room', 'experimental pop', 'indie soul', 'uk contemporary r&b']",83992,55
1LftWcqpFbqz81DS27TByR,Clubfeet,['shimmer pop'],15145,28
23BtKJexFLn0Ri6s7BEC4d,Vijay & Sofia Zlatko,"['deep house', 'deep tropical house', 'new french touch', 'tropical house']",27272,50
5AyEXCtu3xnnsTGCo4RVZh,Duster,"['dream pop', 'indie pop', 'slowcore']",125671,64
7gTbq5nTZGQIUgjEGXQpOS,Kamelot,"['gothic symphonic metal', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'symphonic metal']",315381,53
7kFyhQTV7cbd3iSYW2yt1Q,Honeymoon Suite,"['album rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold']",88747,42
3JhNCzhSMTxs9WLGJJxWOY,Macklemore,"['pop rap', 'seattle hip hop']",1804650,77
0ZuFWCnwkLTK7Yf8k7VkkZ,The Casuals,['merseybeat'],2265,26
5UMwc4SgT1oA2miSqrbroE,Full House,[],222,10
45TgXXqMDdF8BkjA83OM7z,Rod Wave,['florida rap'],2591471,80
1UY4oIFpjCKe5qIhKDcloe,Alicia Bridges,['disco'],21040,43
59hLmB5DrdihCYtNeFeW1U,Glen Campbell,"['adult standards', 'arkansas country', 'brill building pop', 'classic country pop', 'classic rock', 'classic uk pop', 'folk', 'folk rock', 'mellow gold', 'nashville sound', 'soft rock']",330739,64
3Xt0yrWeurmp48fodXqMWf,Billie Jo Spears,['classic country pop'],41784,47
0zprAu7NrzRehc0Q0Jc7mL,Man Man,"['indie rock', 'philly indie', 'stomp and holler']",66362,42
5R3Hr2cnCCjt220Jmt2xLf,Dillon Francis,"['brostep', 'dance pop', 'edm', 'electro house', 'electronic trap', 'electropop', 'house', 'moombahton', 'pop', 'pop dance', 'slap house', 'tropical house']",1074182,69
58X3mn1Nur7Oo4XHdCYHnl,Here we go!,[],12,32
2p1fiYHYiXz9qi0JJyxBzN,Skepta,"['birmingham grime', 'grime', 'instrumental grime', 'rap']",984364,76
6is2U7I1jlI8PjxNZOHIMV,DeBarge,"['contemporary r&b', 'disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",451603,59
6P7kkhED6EPrfoZuxz20Fo,Spiderbait,"['australian alternative rock', 'australian rock']",112974,54
7Hvq85OU8T7Hsd63zNBwaL,black midi,"['art pop', 'noise rock', 'uk noise rock', 'uk post-punk revival']",124809,50
6yR6M6V6I7GhhYf6A7Wif9,SpaceGhostPurrp,"['miami hip hop', 'phonk', 'underground hip hop', 'vapor trap']",83177,50
5YFS41yoX0YuFY39fq21oN,Bob Sinclar,"['dance pop', 'disco house', 'edm', 'electro house', 'filter house', 'tropical house', 'vocal house']",488146,68
78rUTD7y6Cy67W1RVzYs7t,PinkPantheress,[],894267,76
3M3wTTCDwicRubwMyHyEDy,Shygirl,"['art pop', 'dance pop', 'electra', 'electropop', 'escape room', 'grimewave', 'hyperpop', 'pop']",110902,58
5v8jlSmAQfrkTjAlpUfWtu,Perry Como,"['adult standards', 'brill building pop', 'easy listening', 'vocal jazz']",364878,75
0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",10235777,81
3Y2MLcrD3ZQXRXmtn4fZQx,SpotemGottem,"['florida rap', 'viral rap']",219001,65
5vbtZfRJjn2QLhPhtYpiqi,Daron Malakian and Scars On Broadway,"['alternative metal', 'nu metal']",145056,54
7MNEVabc4cs19CbzAFZmXz,Terrace Martin,"['alternative r&b', 'indie soul']",104353,65
4ZAk3yVJdtf1CFnTiG08U3,Luna Li,"['canadian garage rock', 'toronto indie']",30922,48
58uK0d4R5Rq4FDUNgNIFeI,Paperboy Fabe,"['alternative r&b', 'r&b']",6115,52
70BYFdaZbEKbeauJ670ysI,Shinedown,"['alternative metal', 'nu metal', 'post-grunge']",3223214,73
4Fgj7fAOMYS3rMV4cUN2On,The Daughters Of Eve,[],9228,50
6lHC2EQMEMZiEmSfFloarn,Peter And Gordon,"['beatlesque', 'brill building pop', 'british blues', 'british invasion', 'bubblegum pop', 'folk rock', 'merseybeat']",18926,45
21mKp7DqtSNHhCAU2ugvUw,ODESZA,"['chillwave', 'ninja']",1334975,70
3TVXtAsR1Inumwj472S9r4,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",59276145,98
4tJSPijz99rQ8cNtr7DYMH,C. Jérôme,"['chanson', 'classic french pop']",38258,39
5moJNCJeiNwuQAhDLJXULs,Incognito,"['brit funk', 'modern funk', 'neo soul']",143958,53
0J9mbwg4BquN4XlHzdMK3X,Demis Roussos,"['classic uk pop', 'europop']",242122,54
0DdDnziut7wOo6cAYWVZC5,KREAM,"['dance pop', 'deep groove house', 'deep house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'tropical house']",180375,67
3HshwcRyD4zv1KIh9OdwRo,Quo Vadis,"['canadian metal', 'quebec death metal', 'technical death metal', 'technical melodic death metal']",17464,26
75idpsM55NDCel7H06QwKO,Wildcat! Wildcat!,"['gauze pop', 'shimmer pop']",25767,33
4ub2v80S4RIceZRGnlhjTr,Jakob,"['alternative r&b', 'indie garage rock']",207333,59
3SiCxhceGZgzusCLHd4Zz6,Long Distance Calling,"['german post-rock', 'instrumental post-rock', 'post-metal', 'post-rock']",64951,42
1FQ6uth7icR6Jhla16K2vC,The Faceless,"['avant-garde metal', 'brutal death metal', 'cosmic death metal', 'death metal', 'deathcore', 'djent', 'jazz metal', 'melodic metalcore', 'sci-fi metal', 'technical death metal', 'technical deathcore']",115323,40
2mZITUvfEwrKlksoGpHTsM,OOMPH!,"['german metal', 'industrial metal', 'industrial rock', 'neue deutsche harte']",357583,53
1PCZpxHJz7WAMF8EEq8bfc,The Byrds,"['art rock', 'beatlesque', 'blues rock', 'brill building pop', 'classic rock', 'classic uk pop', 'cosmic american', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",769394,60
4qBgvVog0wzW75IQ48mU7v,KYLE,"['pop', 'pop rap', 'rap', 'social media pop']",996724,71
1itM5tXaK5THggpXA7ovAe,Skinshape,"['indie soul', 'psychedelic soul']",200759,58
0wHeZY93Ede0g1jXaWsiFS,LPB Poody,['florida rap'],83792,59
6UcJxoeHWWWyT5HZP064om,Chet Faker,"['art pop', 'indietronica']",238072,66
4LcUpNlXFEleaLlelmkv2R,Kris Kross Amsterdam,"['dutch house', 'dutch pop']",154189,67
4rTv3Ejc7hKMtmoBOK1B4T,Ali Gatie,"['canadian hip hop', 'pop']",1813634,75
4AqIRTZF6DDmKmdorgFug6,The Vandals,"['hardcore punk', 'melodic hardcore', 'punk', 'ska', 'ska punk', 'skate punk']",152533,47
4sj6D0zlMOl25nprDJBiU9,Andy Williams,"['adult standards', 'brill building pop', 'easy listening']",395622,78
6byCVLbgOawjt1RStMyJWn,Diesel,['basshall'],3012,37
0p5axeJsbtTCXBrRVoKjwu,The Drums,"['brooklyn indie', 'indie rock', 'indie surf', 'modern rock']",628650,67
2YLxwK8ceDNaG8RHhtkcQh,Evelyn Thomas,"['disco', 'diva house', 'hi-nrg']",8258,39
03fLoIOO015incUitpfkad,Michele Morrone,[],350895,60
1S0vL284jxZYKtZQ2jsQ2X,Melody's Echo Chamber,"['chillwave', 'dream pop', 'experimental pop', 'french psychedelic', 'french shoegaze', 'indie garage rock', 'indie rock', 'neo-psychedelic', 'shiver pop']",207508,51
29iQXirYC9nAv1M7ZOqcmb,Frans Krassenburg,['nederpop'],24,9
6okAv2ACUPrUrwux2B17Rc,Alyssa Reid,['canadian pop'],50143,44
